Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score,Rating
Halo:Reach,X360,2010,Shooter,Microsoft Game Studios,54.15,15,0.62,6.08,75.85,91,7.9,M
GearsofWar3,X360,2011,Shooter,Microsoft Game Studios,33.75,13.25,0.58,4.17,51.75,91,7.8,M
Assassin'sCreedII,PS3,2009,Action,Ubisoft,18.14,13.79,1.5,6.14,39.64,91,8.6,M
ForzaMotorsport4,X360,2011,Racing,Microsoft Game Studios,17.33,16.42,0.5,3.83,38.08,91,8.2,E
TheLegendofZelda:ALinkBetweenWorlds,3DS,2013,Action,Nintendo,14,10.1,4.6,2.3,31,91,8.9,E
Batman:ArkhamAsylum,PS3,2009,Action,Eidos Interactive,16,9.36,0.5,4.36,30.21,91,8.9,T
CrashBandicoot3:Warped,PS,1998,Platform,Sony Computer Entertainment,14.72,7,5.68,1.12,28.52,91,8.9,E
LittleBigPlanet2,PS3,2011,Platform,Sony Computer Entertainment,15.25,8.75,0.5,3.83,28.25,91,8.4,E
FarCry3,X360,2012,Shooter,Ubisoft,12.55,12,0.18,2.55,27.27,91,8.6,M
FIFASoccer10,PS3,2009,Sports,Electronic Arts,4.29,17.5,0.36,3.71,25.86,91,7.6,E
WorldofWarcraft:TheBurningCrusade,PC,2007,Role-Playing,Activision,16.06,9.5,0,0,25.56,91,7.9,T
MaddenNFL2005,PS2,2004,Sports,Electronic Arts,22,1.37,0.05,0.42,23.84,91,7.9,E
MetalGearSolid3:SnakeEater,PS2,2004,Action,Konami Digital Entertainment,7.68,0,4.37,10.16,22.26,91,9.3,M
Killzone2,PS3,2009,Shooter,Sony Computer Entertainment,10,7.57,0.57,3.36,21.5,91,8.1,M
GodofWar:ChainsofOlympus,PSP,2008,Action,Sony Computer Entertainment,9.87,6.67,0.27,4.4,21.2,91,8.6,M
Borderlands2,PS3,2012,Shooter,Take-Two Interactive,9.55,6.55,0.91,3.18,20.27,91,8.2,M
WorldSoccerWinningEleven8International,PS2,2004,Sports,Konami Digital Entertainment,0.84,9.95,5.89,3.58,20.26,91,9.1,E
ResidentEvil,PS,1996,Action,Virgin Interactive,7.59,4.3,4.11,2.7,18.7,91,9,M
GodofWarCollection,PS3,2009,Action,Sony Computer Entertainment,12.14,3.14,0.43,2.86,18.57,91,8.7,M
MassEffect,X360,2007,Role-Playing,Microsoft Game Studios,11.44,4.94,0.19,1.69,18.19,91,8.7,M
TombRaider,PS,1996,Action,Eidos Interactive,8.48,7.3,0.48,0.89,17.15,91,8.6,T
TheWitcher3:WildHunt,XOne,2015,Role-Playing,Namco Bandai Games,8.63,6.25,0,1.38,16.38,91,9.2,M
Spyro:YearoftheDragon,PS,2000,Platform,Sony Computer Entertainment,8.39,6.87,0,0.83,16.13,91,8.8,E
Ratchet&Clank,PS2,2002,Platform,Sony Computer Entertainment,6.86,4.81,2.71,1.43,15.86,91,,
ResidentEvil3:Nemesis,PS,1999,Action,Eidos Interactive,5.42,3.21,6.42,0.46,15.5,91,,
ForzaHorizon3,XOne,2016,Racing,Microsoft Game Studios,6,8.29,0,1.14,15.43,91,7.4,E
Overwatch,XOne,2016,Shooter,Activision,9,4.71,0,1.43,15.14,91,5.6,T
DarkSoulsII,PS3,2014,Role-Playing,Namco Bandai Games,4.44,3.67,4.44,1.67,14.11,91,8.1,T
Ratchet&Clank:GoingCommando,PS2,2003,Platform,Sony Computer Entertainment,7.2,4.15,1.3,1.25,13.9,91,,
ResidentEvil4,Wii,2007,Action,Capcom,8.25,3.5,0.88,1.25,13.88,91,,
Ratchet&Clank:UpYourArsenal,PS2,2004,Platform,Sony Computer Entertainment,6.89,3.89,1.63,1.16,13.53,91,,
GuitarHero,PS2,2005,Misc,RedOctane,9.28,3.39,0.17,0.39,13.22,91,8.7,T
Mario&Luigi:SuperstarSaga,GBA,2003,Role-Playing,Nintendo,7.4,0.85,2.35,0.3,10.85,91,,
StarFox,SNES,1993,Shooter,Nintendo,5.37,1.7,2.67,0.23,9.97,91,,
RockBand2,PS3,2008,Misc,MTV Games,7.53,1.33,0,1.07,9.93,91,7.9,T
MaddenNFL2005,XB,2004,Sports,Electronic Arts,8.47,0.16,0,0.42,9.05,91,7.6,E
TheLegendofZelda:Link'sAwakeningDX,GB,1998,Adventure,Nintendo,4,2.52,1.8,0.52,8.88,91,,
WorldofWarcraft:WrathoftheLichKing,PC,2008,Role-Playing,Activision,0.07,0.87,0,7.87,8.8,91,7.5,T
Bayonetta2,WiiU,2014,Action,Nintendo,3.56,3.11,1.11,0.67,8.44,91,8.2,M
DarkSoulsII,X360,2014,Role-Playing,Namco Bandai Games,5.33,2,0.11,0.78,8.22,91,7.9,T
GoldenSun,GBA,2001,Role-Playing,Nintendo,4.23,1.73,1.82,0.27,8,91,9.3,E
CrazyTaxi,DC,2000,Racing,Sega,4.78,2.22,0.52,0.35,7.87,91,,
Overwatch,PC,2016,Shooter,Activision,3.57,3.43,0,0.57,7.57,91,6.8,T
DarkSoulsII,PS4,2015,Role-Playing,Namco Bandai Games,2.63,2.88,1,1.13,7.5,91,,
GodofWarSaga,PS3,2012,Action,Sony Computer Entertainment,6.64,0,0,0.91,7.45,91,8.3,M
NCAAFootball2003,PS2,2002,Sports,Electronic Arts,5.52,0.38,0,0.9,6.86,91,8.6,E
TomClancy'sRainbowSix,PS,1999,Shooter,Red Storm Entertainment,3.88,2.63,0,0.33,6.83,91,,
ResidentEvil(Remake),GC,2002,Action,Capcom,3,1.81,1.67,0.24,6.76,91,,
TheWalkingDead:SeasonOne,X360,2012,Adventure,Avanquest Software,5,1.18,0,0.45,6.64,91,,
Fallout3,PC,2008,Role-Playing,Bethesda Softworks,0.13,5.87,0,0.53,6.53,91,7.9,M
MaddenNFL2001,PS2,2000,Sports,Electronic Arts,5.17,0.3,0.22,0.87,6.52,91,7.7,E
NinjaGaiden,XB,2004,Action,Microsoft Game Studios,4.84,1.05,0.37,0.21,6.47,91,8.8,M
TwistedMetal:Black,PS2,2001,Racing,Sony Computer Entertainment,5.41,0.77,0,0.23,6.41,91,8.4,M
ShadowoftheColossus,PS2,2005,Action,Sony Computer Entertainment,4.33,0.17,1.11,0.72,6.33,91,9.1,T
RaymanLegends,PS3,2013,Platform,Ubisoft,1.4,3.4,0,1,5.8,91,8.7,E10+
MLB10:TheShow,PS3,2010,Sports,Sony Computer Entertainment,5.08,0,0,0.46,5.54,91,8.3,E
RockBand3,Wii,2010,Misc,MTV Games,4.08,0.46,0,0.31,4.85,91,6.9,T
Dishonored,PC,2012,Action,Bethesda Softworks,2.36,1.73,0,0.55,4.64,91,,
Crysis,PC,2007,Shooter,Electronic Arts,0,4.31,0,0.13,4.44,91,8,M
Batman:ArkhamCity,PC,2011,Action,Warner Bros. Interactive Entertainment,1.33,2.33,0,0.75,4.42,91,8.6,T
RockBand3,PS3,2010,Misc,MTV Games,3.31,0.62,0,0.38,4.38,91,8,T
MetroidPrime:Trilogy,Wii,2009,Shooter,Nintendo,3,0.36,0,1,4.36,91,9.3,T
LegacyofKain:SoulReaver,PS,1999,Action,Eidos Interactive,2.42,1.67,0,0.29,4.33,91,9,T
Castlevania:CircleoftheMoon,GBA,2001,Platform,Konami Digital Entertainment,2.73,1,0.23,0.09,4.05,91,8.5,T
MassEffectTrilogy,PS3,2012,Action,Electronic Arts,3.36,0,0,0.55,3.91,91,8.7,M
RaymanLegends,XOne,2014,Platform,Ubisoft,1.44,2,0,0.33,3.78,91,7.9,E10+
TonyHawk'sProSkater3,GC,2001,Sports,Activision,2.91,0.77,0,0.09,3.73,91,9,T
SuperGhouls'nGhosts,SNES,1991,Platform,Capcom,1.56,0.44,1.63,0.06,3.69,91,,
DragonAge:Origins,PC,2009,Role-Playing,Electronic Arts,0,3.29,0,0.36,3.64,91,8.6,M
MassEffectTrilogy,X360,2012,Action,Electronic Arts,2.55,0.82,0,0.27,3.64,91,7.4,M
Road&TrackPresents:TheNeedforSpeed,PS,1995,Racing,Electronic Arts,2,1.36,0,0.25,3.57,91,,
ESPNNFLFootball,PS2,2003,Sports,Sega,1.35,1.05,0,0.35,2.8,91,8.5,E
TonyHawk'sProSkater4,GC,2002,Sports,Activision,2.14,0.57,0,0.1,2.76,91,8.6,T
GuitarHero:Metallica,PS2,2009,Misc,Activision,1.21,0.93,0,0.29,2.5,91,7.6,T
MassEffectTrilogy,PC,2012,Action,Electronic Arts,0.82,1.45,0,0.18,2.45,91,8,M
Batman:ArkhamAsylum,PC,2009,Action,Eidos Interactive,0,2,0,0.36,2.29,91,8.7,T
DarkSoulsII,PC,2014,Role-Playing,Namco Bandai Games,0.89,0.89,0,0.11,1.89,91,7.1,T
ESPNNFLFootball,XB,2003,Sports,Sega,1.35,0.4,0,0.05,1.8,91,8.9,E
ColonyWars,PS,1997,Simulation,Psygnosis,0.92,0.62,0,0.12,1.62,91,7.8,E
Klonoa2:Lunatea'sVeil,PS2,2001,Platform,Sony Computer Entertainment,0.55,0.45,0.36,0.14,1.5,91,9.1,E
Castlevania:AriaofSorrow,GBA,2003,Platform,Konami Digital Entertainment,1,0.35,0,0,1.4,91,9.1,T
NCAAFootball2003,GC,2002,Sports,Electronic Arts,0.76,0.19,0,0.05,1,91,8.1,E
MetalGearSolidV:ThePhantomPain,PC,2015,Action,Konami Digital Entertainment,0,0.88,0,0,1,91,7.7,M
StreetFighterIV,PC,2009,Fighting,Capcom,0.5,0.36,0,0.14,0.93,91,8,T
Battlefield2,PC,2005,Shooter,Electronic Arts,0,0.39,0,0.06,0.44,91,8.4,T
NeverwinterNights,PC,2002,Role-Playing,Atari,0,0.14,0,0,0.14,91,8.2,T
Planescape:Torment,PC,1998,Role-Playing,Interplay,0.04,0.08,0,0,0.12,91,9.2,T
RadiantSilvergun,SAT,1998,Shooter,ESP,0,0,0.12,0,0.12,91,,
TheLongestJourney,PC,1999,Adventure,Empire Interactive,0,0.04,0,0,0.08,91,8.9,M
IL-2Sturmovik,PC,2001,Simulation,Blue Byte,0,0.05,0,0,0.05,91,8.8,T
TigerWoodsPGATour2005,PC,2004,Sports,Electronic Arts,0,0.05,0,0,0.05,91,4.5,E
SuperMario3DLand,3DS,2011,Platform,Nintendo,40.75,25,17.83,6.5,90.08,90,8.4,E
PokemonRuby/PokemonSapphire,GBA,2002,Role-Playing,Nintendo,28.86,18.57,25.62,2.38,75.48,90,,
PokemonBlack2/PokemonWhite2,DS,2012,Role-Playing,Nintendo,25.36,15.64,28.55,3.73,73.36,90,,
FIFA12,PS3,2011,Sports,Electronic Arts,7,35.83,0.92,11.58,55.42,90,,
SuperMarioBros.3,NES,1988,Platform,Nintendo,27.26,9.83,10.97,1.31,49.37,90,,
FIFASoccer13,X360,2012,Action,Electronic Arts,9.91,31.55,0.27,5.18,46.91,90,6.1,E
Assassin'sCreedII,X360,2009,Action,Ubisoft,22.21,11.07,0.57,3.64,37.57,90,8.8,M
FinalFantasyVIII,PS,1999,Role-Playing,SquareSoft,9.5,7.17,15.13,0.96,32.75,90,8.6,T
TheLegendofZelda:PhantomHourglass,DS,2007,Action,Nintendo,11.56,11.25,5.94,3,31.75,90,8,E
Overwatch,PS4,2016,Shooter,Activision,11.57,12.14,2.14,4.71,30.57,90,6.1,T
FarCry3,PS3,2012,Shooter,Ubisoft,8,15.45,0.91,6.09,30.45,90,8.5,M
Fallout3,PS3,2008,Role-Playing,Bethesda Softworks,14.33,7.53,0.47,3.93,26.27,90,8,M
ForzaMotorsport2,X360,2007,Racing,Microsoft Game Studios,14.69,7.94,0.19,2.56,25.31,90,8.3,E
NBA2K13,PS3,2012,Sports,Take-Two Interactive,15.73,3.91,0.45,2.45,22.45,90,8,E
NBA2K12,X360,2011,Sports,Take-Two Interactive,19.25,1.17,0.08,1.33,21.83,90,7.7,E
Assassin'sCreed:Brotherhood,PS3,2010,Action,Ubisoft,14.38,4.23,0.85,2.23,21.69,90,8.2,M
GuildWars2,PC,2012,Action,NCSoft,8.73,9.73,0,2.45,21,90,7.9,T
TonyHawk'sUnderground,PS2,2003,Sports,Activision,11.45,5.85,0.05,2.1,19.5,90,8.7,T
FIFASoccer10,X360,2009,Sports,Electronic Arts,4.21,12.79,0.07,1.64,18.71,90,7.5,E
TheLegendofZelda:TheWindWaker,WiiU,2013,Action,Nintendo,9.2,6,1.4,1.4,17.9,90,,
NBA2K12,PS3,2011,Sports,Take-Two Interactive,13.5,2.17,0.42,1.5,17.58,90,6.7,E
JakandDaxter:ThePrecursorLegacy,PS2,2001,Platform,Sony Computer Entertainment,9.45,4.95,0.68,1.5,16.55,90,8.7,E
WorldofWarcraft:Cataclysm,PC,2010,Role-Playing,Activision,13.62,2.46,0,0,16,90,5.6,T
NBA2K17,XOne,2016,Sports,Take-Two Interactive,12.29,0.86,0,1.57,14.57,90,6.2,E
SuperMarioWorld2:Yoshi'sIsland,GBA,2002,Platform,Nintendo,8.33,2.14,2.95,0.43,13.86,90,,
ESPNNFL2K5,PS2,2004,Sports,Sega,11.32,0.63,0,1.89,13.79,90,8.2,E
SidMeier'sCivilizationV,PC,2010,Strategy,Take-Two Interactive,7.54,4,0,1.31,12.92,90,7.9,E10+
DeadSpace2,X360,2011,Shooter,Electronic Arts,7.83,3.67,0,1.08,12.58,90,8.6,M
RaymanLegends,PS4,2014,Platform,Ubisoft,2.44,7.11,0,1.78,11.22,90,8.5,E10+
MetroidPrime3:Corruption,Wii,2007,Shooter,Nintendo,5.56,4.63,0.44,0.56,11.19,90,8.9,T
NBAStreetVol.2,PS2,2003,Sports,Electronic Arts,8.45,1,0,0.3,9.75,90,8.8,E
TomClancy'sGhostReconAdvancedWarfighter,X360,2006,Shooter,Ubisoft,8.24,0.12,0.12,0.59,9.06,90,8,T
GrandTheftAuto,PS,1997,Action,Take-Two Interactive,3.04,5.19,0.15,0.54,8.92,90,,
MarioPaint,SNES,1992,Misc,Nintendo,4.61,1.74,2.29,0.23,8.87,90,,
StarWarsRogueLeader:RogueSquadronII,GC,2001,Simulation,LucasArts,4.68,3.41,0.14,0.41,8.64,90,8.6,T
Kirby&theAmazingMirror,GBA,2004,Platform,Nintendo,4.21,0.26,4,0.16,8.63,90,,
RockstarGamesDoublePack:GrandTheftAutoIII&GrandTheftAutoViceCity,PS2,2003,Action,Take-Two Interactive,4.25,3.3,0,1.1,8.6,90,,
TetrisDX,GB,1998,Puzzle,Nintendo,4.24,2.4,0.8,0.28,7.72,90,,
Empire:TotalWar,PC,2009,Strategy,Sega,0.07,6.93,0,0.71,7.71,90,6.9,T
GrandTheftAuto:ChinatownWars,PSP,2009,Action,Take-Two Interactive,2,3.5,0.21,1.93,7.57,90,7.3,M
JetMoto2,PS,1997,Racing,Sony Computer Entertainment,5.42,1.62,0.12,0.27,7.46,90,,
MaddenNFL2001,PS,2000,Sports,Electronic Arts,6.87,0.22,0,0.17,7.26,90,6.8,E
NCAAFootball2002,PS2,2001,Sports,Electronic Arts,3.5,2.73,0,0.91,7.14,90,8.7,E
MVPBaseball2004,PS2,2004,Sports,Electronic Arts,5.79,0.32,0,0.95,7.05,90,8.6,E
ApeEscape,PS,1999,Platform,Sony Computer Entertainment,2.96,2,1.33,0.46,6.79,90,8.8,E
SuperStreetFighterII,SNES,1993,Fighting,Nintendo,1.73,0.53,4.3,0.1,6.67,90,,
Bayonetta,X360,2009,Action,Sega,3.64,1.79,0.64,0.57,6.64,90,8,M
NBAJam,GEN,1992,Sports,Arena Entertainment,5.65,0.81,0,0.16,6.61,90,,
Pikmin2,GC,2004,Strategy,Nintendo,2.53,0.68,2.95,0.16,6.32,90,9.1,E
SecretofMana,SNES,1993,Role-Playing,SquareSoft,0.83,0.23,4.97,0.07,6.1,90,,
NeedforSpeedUnderground2,GC,2004,Racing,Electronic Arts,3.68,2.05,0.05,0.16,6,90,,
GrandTheftAutoIV,PC,2008,Action,Take-Two Interactive,0.07,5.27,0,0.47,5.87,90,6.6,M
XCOM:EnemyUnknown,X360,2012,Strategy,Take-Two Interactive,3.27,1.91,0,0.45,5.64,90,8.3,M
ShinMegamiTensei:Persona4,PS2,2008,Role-Playing,Atlus,2.27,0.27,2.4,0.53,5.47,90,8.9,M
Persona5,PS4,2016,Role-Playing,Atlus,0,0,5.29,0,5.29,90,,
MLB09:TheShow,PS3,2009,Sports,Sony Computer Entertainment,4.71,0,0,0.43,5.14,90,8.1,E
BurnoutRevenge,PS2,2005,Racing,Electronic Arts,4.17,0.17,0,0.67,5,90,8.8,E10+
TotalWar:Shogun2,PC,2011,Strategy,Sega,1.58,2.58,0,0.75,5,90,8.3,T
SonicCD,SCD,1993,Platform,Sega,3.33,1.2,0.3,0.17,5,90,,
ResidentEvil-Code:Veronica,DC,2000,Action,Eidos Interactive,1.78,1,2.04,0.13,4.96,90,,
MLB11:TheShow,PS3,2011,Sports,Sony Computer Entertainment,4.5,0,0,0.33,4.83,90,7.8,E
DeusEx:HumanRevolution,PC,2011,Shooter,Square Enix,2.08,2.08,0,0.67,4.83,90,8.5,M
NBAJam,SNES,1994,Sports,Acclaim Entertainment,4.1,0.55,0,0.1,4.79,90,,
FinalFight,SNES,1990,Action,Capcom,2.03,0.52,2.09,0.09,4.73,90,,
TonyHawk'sProSkater4,XB,2002,Sports,Activision,2.81,1.43,0,0.19,4.43,90,8.5,T
F-ZeroX,N64,1998,Racing,Nintendo,1.8,1.32,1.16,0.12,4.4,90,,
RaymanLegends,X360,2013,Platform,Ubisoft,1.9,2,0,0.4,4.3,90,8.2,E10+
Okami,Wii,2008,Action,Capcom,2.87,0.6,0.27,0.33,4,90,8.9,T
ColinMcRaeRally2.0,PS,2000,Racing,Codemasters,0.09,3.48,0.09,0.3,3.96,90,8.7,E
DonkeyKongLandIII,GB,1997,Platform,Nintendo,2.62,1.19,0,0.15,3.96,90,,
FIFA12,PC,2011,Sports,Electronic Arts,0.33,2.75,0,0.83,3.92,90,,
MaddenNFL2005,GC,2004,Sports,Electronic Arts,2.84,0.74,0,0.11,3.68,90,tbd,E
FightNightRound2004,XB,2004,Fighting,Electronic Arts,2.42,0.95,0,0.16,3.53,90,,
TonyHawk'sProSkater2,N64,2001,Sports,Activision,2.68,0.73,0,0.05,3.45,90,,
Half-Life2,XB,2005,Shooter,Electronic Arts,2.06,1.17,0,0.17,3.39,90,8.6,M
TimeSplitters2,PS2,2002,Shooter,Eidos Interactive,1.62,1.29,0,0.43,3.33,90,8.8,T
FootballManagerHandheld2009,PSP,2008,Sports,Sega,0,3.13,0,0.13,3.2,90,,
MVPBaseball2004,XB,2004,Sports,Electronic Arts,2.32,0.68,0,0.11,3.11,90,8.5,E
WorldSoccerWinningEleven7International(JPversion),PS2,2004,Sports,Konami Digital Entertainment,0,0,2.84,0,2.84,90,,
Doom,PS,1994,Shooter,Infogrames,1.48,1.03,0,0.17,2.69,90,,
MaddenNFL2002,XB,2001,Sports,Unknown,2.41,0.09,0,0.14,2.64,90,8.1,E
TonyHawk'sProSkater3,GBA,2002,Sports,Activision,1.76,0.67,0,0.05,2.48,90,8,E
NCAAFootball2003,XB,2002,Sports,Electronic Arts,1.86,0.52,0,0.1,2.48,90,8.2,E
Mother3,GBA,2006,Role-Playing,Nintendo,0,0,2.29,0.06,2.35,90,,
WorldCup98,N64,1998,Sports,Electronic Arts,0.56,1.6,0,0.16,2.32,90,,
AdvanceWars:DualStrike,DS,2005,Strategy,Nintendo,1.67,0.11,0.22,0.17,2.17,90,9,E
FIFA99,N64,1998,Sports,Electronic Arts,0.44,1.56,0,0.12,2.16,90,,
ICO,PS2,2001,Action,Sony Computer Entertainment,1.05,0.82,0,0.27,2.14,90,8.8,T
MegaManX2,SNES,1993,Platform,Laguna,0.3,0.07,1.5,0,1.87,90,,
FireEmblem:FuuinnoTsurugi,GBA,2002,Role-Playing,Nintendo,0,0,1.86,0,1.86,90,,
LovePlus,DS,2009,Simulation,Konami Digital Entertainment,0,0,1.86,0,1.86,90,,
HatsuneMiku:ProjectDiva,PSP,2009,Misc,Sega,0,0,1.86,0,1.86,90,,
SuperBomberman,SNES,1992,Puzzle,Hudson Soft,0,0,1.84,0,1.84,90,,
MonsterHunterG,Wii,2009,Role-Playing,Capcom,0,0,1.79,0,1.79,90,,
ShovelKnight,3DS,2015,Platform,Yacht Club Games,1,0.5,0.25,0.13,1.75,90,8.2,E
OgreBattle64:PersonofLordlyCaliber,N64,1999,Role-Playing,Nintendo,0.42,0.08,1.04,0.17,1.71,90,,
Moero!NekketsuRhythmDamashii:Osu!Tatakae!Ouendan!2,DS,2007,Misc,Nintendo,0,0,1.69,0,1.69,90,,
WipEout,PS,1995,Action,Psygnosis,0.93,0.64,0,0.11,1.68,90,,
TheLegendofHeroes:TrailsofColdSteelII,PS3,2014,Role-Playing,Nippon Ichi Software,0.22,0.22,1.22,0.11,1.67,90,7.8,T
VandalHearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.52,0.33,0.7,0.11,1.67,90,,
TheIdolm@sterSP:WanderingStar/PerfectSun/MissingMoon,PSP,2009,Adventure,Namco Bandai Games,0,0,1.64,0,1.64,90,,
X-Menvs.StreetFighter,PS,1997,Fighting,Capcom,0.62,0.42,0.46,0.12,1.62,90,,
Persona,PS,1995,Role-Playing,Atlus,0,0,1.5,0.11,1.61,90,,
MobileSuitGundam,PS,1995,Action,Namco Bandai Games,0,0,1.5,0.11,1.61,90,,
TalesofGraces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,1.57,0,1.57,90,,
Persona5,PS3,2016,Role-Playing,Unknown,0,0,1.57,0,1.57,90,,
TheSims2,PC,2004,Simulation,Electronic Arts,0.11,1.26,0,0.21,1.53,90,8.8,T
ViewtifulJoe,PS2,2004,Action,Capcom,0.74,0.58,0,0.21,1.47,90,8.5,T
MobileSuitGundam,SAT,1995,Action,Namco Bandai Games,0,0,1.46,0,1.46,90,,
FinalFantasyXInternational,PS2,2004,Role-Playing,Square Enix,0,0,1.42,0,1.42,90,,
.hack//G.U.Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.65,0.53,0,0.18,1.35,90,,
Rayman2:Revolution,PS2,2000,Platform,Ubisoft,0.65,0.48,0,0.17,1.3,90,8.2,E
MonsterHunterG,PS2,2005,Role-Playing,Capcom,0,0,1.28,0,1.28,90,,
PanzerDragoonOrta,XB,2002,Shooter,Sega,0.76,0.24,0.19,0.05,1.24,90,8.5,T
BreathofFireII,SNES,1994,Role-Playing,Laguna,0,0,1.24,0,1.24,90,,
WorldSoccerWinningEleven7,PS2,2003,Sports,Konami Digital Entertainment,0.6,0.45,0,0.15,1.2,90,,
ESPNNHLHockey,PS2,2003,Sports,Sega,0.55,0.45,0,0.15,1.15,90,7,E
TigerWoodsPGATour2003,GC,2002,Sports,Electronic Arts,0.86,0.24,0,0.05,1.1,90,8,E
ProYaky?Spirits6,PS3,2009,Sports,Konami Digital Entertainment,0,0,1.07,0,1.07,90,,
ShovelKnight,PS4,2015,Platform,Yacht Club Games,0.38,0.38,0,0.13,1,90,7.6,E
X-Menvs.StreetFighter,SAT,1997,Fighting,Capcom,0,0,1,0,1,90,,
InternationalSuperstarSoccer,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.97,0,0.97,90,,
NBA2K2,XB,2002,Sports,Sega,0.71,0.19,0,0.05,0.95,90,7.6,E
ProYaky?Spirits6,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.93,0,0.93,90,,
TheGodofWarTrilogy,PS3,2010,Action,Sony Computer Entertainment,0,0.54,0.23,0.15,0.92,90,,
ShinSangokuMusou6Special,PSP,2011,Action,Tecmo Koei,0,0,0.92,0,0.92,90,,
F-1GrandPrix,SNES,1992,Racing,Video System,0,0,0.9,0,0.9,90,,
HaloTriplePack,XB,2005,Shooter,Microsoft Game Studios,0.67,0.17,0,0.06,0.89,90,,
GrandiaII,DC,2000,Role-Playing,Ubisoft,0,0,0.87,0,0.87,90,8.8,T
428:FuusaSaretaShibuyade,Wii,2008,Adventure,Sega,0,0,0.87,0,0.87,90,,
ResidentEvil,PS3,2006,Action,Capcom,0,0,0.71,0,0.71,90,,
ResidentEvil,SAT,1997,Action,Capcom,0,0,0.65,0,0.65,90,,
NBA2K2,GC,2002,Sports,Sega,0.43,0.1,0,0,0.57,90,8,E
SuperStreetFighterII,GEN,1993,Fighting,Capcom,0,0,0.5,0,0.5,90,,
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.5,0,0.5,90,7.4,T
Lunar2:EternalBlue,SAT,1998,Role-Playing,Kadokawa Shoten,0,0,0.48,0,0.48,90,,
WorldSoccerWinningEleven8International,XB,2004,Sports,Konami Digital Entertainment,0.37,0.11,0,0,0.47,90,8.4,E
SilentHunterIII,PC,2005,Simulation,Ubisoft,0,0.39,0,0.06,0.44,90,7.9,T
ContraIII:TheAlienWars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.42,0,0.42,90,,
TheIdolmaster2,X360,2011,Simulation,Namco Bandai Games,0,0,0.42,0,0.42,90,,
Osu!Tatakae!Ouendan,DS,2005,Misc,Nintendo,0,0,0.33,0,0.33,90,,
428:FuusaSaretaShibuyade,PSP,2009,Adventure,Spike,0,0,0.29,0,0.29,90,,
NBA2K13,PC,2012,Sports,Take-Two Interactive,0,0.18,0,0,0.27,90,6.8,E
WorldofGoo,PC,2008,Puzzle,2D Boy,0,0.2,0,0.07,0.27,90,8.5,E
JohnMaddenFootball,SNES,1991,Sports,Imagineer,0,0,0.22,0,0.22,90,,
Braid,PC,2009,Platform,Number None,0,0.14,0,0,0.21,90,8.6,E10+
Rome:TotalWar-GoldEdition,PC,2006,Strategy,Sega,0,0.18,0,0.06,0.18,90,8.6,T
Black&White,PC,2001,Strategy,Electronic Arts,0,0.18,0,0,0.18,90,,
NBA2K17,PC,2016,Sports,Take-Two Interactive,0,0.14,0,0,0.14,90,6.3,E
428:FuusaSaretaShibuyade,PS3,2009,Adventure,Spike,0,0,0.14,0,0.14,90,,
BeatManiaIIDX11:IIDXRed,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,0.12,90,,
Command&Conquer:TheFirstDecade,PC,2006,Strategy,Electronic Arts,0.06,0.06,0,0,0.12,90,,
GuitarFreaksV2&DrumManiaV2,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,0.12,90,,
Falcon4.0:AlliedForce,PC,2005,Simulation,Graphsim Entertainment,0,0.11,0,0,0.11,90,8.6,T
Command&ConquerCollection,PC,2003,Strategy,Electronic Arts,0.05,0,0,0,0.1,90,,
Pharaoh,PC,1998,Strategy,Vivendi Games,0,0.08,0,0,0.08,90,8.6,E
DeusEx,PC,2000,Role-Playing,Eidos Interactive,0,0.04,0,0,0.04,90,9.3,M
NewSuperMarioBros.,DS,2006,Platform,Nintendo,66.35,53.76,38.24,16.94,175.29,89,8.5,E
GranTurismo4,PS2,2004,Racing,Sony Computer Entertainment,15.84,0.05,5.79,39.63,61.37,89,8.5,E
FIFASoccer11,PS3,2010,Sports,Electronic Arts,4.69,25.23,0.46,8.62,39,89,8,E
FIFA12,X360,2011,Sports,Electronic Arts,7,23.17,0.17,4.42,34.83,89,,
TheLegendofZelda:Majora'sMask3D,3DS,2015,Action,Nintendo,14.38,6.88,5.88,2.13,29.25,89,9,E10+
FableII,X360,2008,Role-Playing,Microsoft Game Studios,16.73,8.27,0.73,2.73,28.47,89,6.5,M
Left4Dead2,X360,2009,Shooter,Electronic Arts,19.07,6.21,0.36,2.71,28.36,89,8.6,M
Borderlands2,X360,2012,Shooter,Take-Two Interactive,17.18,8,0.36,2.27,27.73,89,8.2,M
DragonQuestVIII:JourneyoftheCursedKing,PS2,2004,Role-Playing,Square Enix,3.42,3.95,19,1.05,27.42,89,8.8,T
